the E-1
Feasibility E-1
Period E-1
, None
an T-1
additional T-1
___ T-1
Dollars T-1
( T-1
the T-1
Additional T-1
Earnest T-1
Money T-1
) T-1
shall T-1
be T-1
deposited T-1
into T-1
escrow T-1
. None

If None
Buyer E-1
is E-1
not E-1
satisfied E-1
with E-1
the E-1
results E-1
of E-1
its E-1
inspection E-1
in E-1
its E-1
sole E-1
discretion E-1
, None
Buyer E-2
may E-2
terminate E-2
this E-2
Agreement E-2
by E-2
delivering E-2
written E-2
notice E-2
of E-2
its E-2
intention E-2
to E-2
so E-2
terminate E-2
to E-2
Seller E-2
at E-2
any E-2
time E-2
within None
the T-1
Feasibility T-1
Period T-1
. None

Buyer E-1
shall E-1
have E-1
the E-1
right E-1
to E-1
enter E-1
upon E-1
the E-1
Property E-1
between None
the T-1
date T-1
of T-1
this T-1
Agreement T-1
and None
the T-2
Closing T-2
Date T-2
. None

Buyer E-2
shall E-2
give E-2
written E-2
notice E-2
to E-2
Seller E-2
within None
ten T-1
( T-1
10 T-1
) T-1
days T-1
after None
Buyer E-1
has E-1
received E-1
the E-1
Preliminary E-1
Report E-1
of E-1
any E-1
defects E-1
or E-1
encumbrances E-1
in E-1
Seller E-1
's E-1
title E-1
to E-1
which E-1
Buyer E-1
objects E-1
. None

Any E-1
defects E-1
or E-1
encumbrances E-1
in E-1
title E-1
shall E-1
be E-1
deemed E-1
approved E-1
by E-1
Buyer E-1
unless None
Seller E-2
receives E-2
written E-2
notice E-2
of E-2
Buyer E-2
's E-2
objections E-2
on None
or None
before None
such T-1
date T-1
. None

Seller E-2
shall E-2
notify E-2
Buyer E-2
within None
ten T-1
( T-1
10 T-1
) T-1
days T-1
of None
receipt E-1
of E-1
Buyer E-1
's E-1
notice E-1
of E-1
objections E-1
. None

In None
the None
event None
Seller E-2
elects E-2
not E-2
to E-2
cure E-2
such E-2
defects E-2
or E-2
encumbrances E-2
, None
Buyer E-3
must E-3
elect E-3
to E-3
accept E-3
such E-3
defects E-3
or E-3
terminate E-3
this E-3
Agreement E-3
, None
within None
three T-1
( T-1
3 T-1
) T-1
days T-1
of None
being E-1
notified E-1
of E-1
Seller E-1
's E-1
election E-1
not E-1
to E-1
cure E-1
. None

If None
Seller E-1
agrees E-1
in E-1
writing E-1
to E-1
repair E-1
or E-1
restore E-1
the E-1
Property E-1
to E-1
its E-1
condition E-1
on E-1
the E-1
date E-1
of E-1
execution E-1
of E-1
this E-1
Agreement E-1
prior None
to None
Closing T-1
, None
then None
Buyer E-2
shall E-2
be E-2
obligated E-2
to E-2
close E-2
this E-2
transaction E-2
in E-2
accordance E-2
with E-2
the E-2
terms E-2
hereof E-2
. None

If None
Seller E-2
fails E-2
to E-2
perform E-2
any E-2
covenant E-2
or E-2
agreement E-2
of E-2
Seller E-2
contained E-2
herein E-2
, None
Buyer E-3
may E-3
terminate E-3
this E-3
Agreement E-3
and E-3
receive E-3
a E-3
refund E-3
of E-3
the E-3
Earnest E-3
Money E-3
within None
30 T-1
calendar T-1
days T-1
of None
the E-1
first E-1
occurrence E-1
of E-1
such E-1
failure E-1
to E-1
perform E-1
. None

Buyer E-2
shall E-2
have E-2
to E-2
engage E-2
a E-2
suitable E-2
tax-free E-2
exchange E-2
accommodator E-2
or E-2
facilitator E-2
within None
the T-1
date T-1
ten T-1
( T-1
10 T-1
) T-1
days T-1
after None
full E-1
execution E-1
of E-1
this E-1
Agreement E-1
. None

If None
Buyer E-1
is E-1
unable E-1
to E-1
obtain E-1
such E-1
commitment E-1
within None
the T-1
time T-1
specified T-1
herein T-1
, None
Buyer E-2
must E-2
notify E-2
Seller E-2
, E-2
and E-2
this E-2
Agreement E-2
shall E-2
be E-2
terminated E-2
and E-2
all E-2
amounts E-2
paid E-2
shall E-2
be E-2
returned E-2
to E-2
Buyer E-2
. None

Seller E-1
has E-1
neither E-1
knowledge E-1
nor E-1
notice E-1
of E-1
any E-1
pending E-1
public E-1
agency E-1
hearings E-1
or E-1
appeals E-1
affecting E-1
the E-1
Property E-1
and E-1
will E-1
promptly E-1
notify E-1
Buyer E-1
if None
Seller E-2
receives E-2
notice E-2
or E-2
learns E-2
of E-2
any E-2
such E-2
hearings E-2
between None
the T-1
signing T-1
of T-1
this T-1
Agreement T-1
and None
the T-2
date T-2
of T-2
the T-2
Closing T-2
. None

Any E-1
liens E-1
for E-1
real E-1
property E-1
taxes E-1
or E-1
assessments E-1
created E-1
or E-1
attaching E-1
between None
the T-1
date T-1
of T-1
the T-1
Title T-1
Policy T-1
and None
the T-2
date T-2
the T-2
deed T-2
or T-2
instrument T-2
of T-2
transfer T-2
is T-2
recorded T-2
. None

Promptly None
after None
the T-1
date T-1
hereof T-1
, None
Buyer E-1
shall E-1
order E-1
a E-1
preliminary E-1
title E-1
report E-1
from E-1
the E-1
Title E-1
Company E-1
. None

Within None
__________ T-1
days T-1
of None
receiving E-1
the E-1
report E-1
, None
Buyer E-2
shall E-2
forward E-2
a E-2
copy E-2
of E-2
the E-2
report E-2
to E-2
Seller E-2
and E-2
shall E-2
notify E-2
Seller E-2
of E-2
any E-2
objections E-2
to E-2
title E-2
in E-2
the E-2
report E-2
or E-2
otherwise E-2
known E-2
to E-2
Buyer E-2
. None

Buyer E-1
has E-1
the E-1
right E-1
to E-1
make E-1
a E-1
final E-1
inspection E-1
of E-1
the E-1
Property E-1
prior None
to None
the T-1
Closing T-1
. None

On None
or None
before None
the T-1
Closing T-1
, None
Seller E-1
shall E-1
pay E-1
one E-1
half E-1
of E-1
any E-1
escrow E-1
or E-1
closing E-1
fees E-1
. None

In None
the None
event None
that None
all E-1
or E-1
a E-1
portion E-1
of E-1
the E-1
Property E-1
is E-1
destroyed E-1
or E-1
otherwise E-1
materially E-1
damaged E-1
prior None
to None
the T-1
Closing T-1
, None
Buyer E-2
shall E-2
have E-2
the E-2
option E-2
to E-2
complete E-2
the E-2
Transaction E-2
and E-2
receive E-2
any E-2
insurance E-2
proceeds E-2
payable E-2
or E-2
to E-2
terminate E-2
this E-2
Agreement E-2
and E-2
be E-2
refunded E-2
any E-2
amounts E-2
previously E-2
paid E-2
under E-2
this E-2
Agreement E-2
. None

Buyer E-1
agrees E-1
to E-1
be E-1
responsible E-1
for E-1
homeowners E-1
' E-1
association E-1
and E-1
private E-1
and E-1
public E-1
utility E-1
service E-1
transfer E-1
fees E-1
, E-1
if E-1
any E-1
, E-1
and E-1
all E-1
utilities E-1
and E-1
other E-1
services E-1
provided E-1
to E-1
the E-1
Property E-1
after None
the T-1
Settlement T-1
Deadline T-1
. None

The E-2
actions E-2
described E-2
in E-2
3.5 E-2
( E-2
b E-2
) E-2
and E-2
( E-2
c E-2
) E-2
shall E-2
be E-2
completed E-2
within None
four T-1
calendar T-1
days T-1
after None
Settlement E-1
. None

Seller E-2
shall E-2
deliver E-2
physical E-2
possession E-2
of E-2
the E-2
Property E-2
to E-2
Buyer E-2
within None
__ T-1
Calendar T-1
Days T-1
after None
Closing E-1
. None

No None
later None
than None
the T-1
Seller T-1
Disclosure T-1
Deadline T-1
referenced T-1
in T-1
Section T-1
24 T-1
( T-1
a T-1
) T-1
, None
Seller E-1
shall E-1
provide E-1
to E-1
Buyer E-1
the E-1
following E-1
documents E-1
in E-1
hard E-1
copy E-1
or E-1
electronic E-1
format E-1
which E-1
are E-1
collectively E-1
referred E-1
to E-1
as E-1
the E-1
Seller E-1
Disclosures E-1
. None

If None
Buyer E-1
, E-1
in E-1
Buyer E-1
' E-1
s E-1
sole E-1
discretion E-1
, E-1
is E-1
not E-1
satisfied E-1
with E-1
the E-1
terms E-1
and E-1
conditions E-1
of E-1
the E-1
Loan E-1
, None
Buyer E-2
may E-2
cancel E-2
the E-2
REPC E-2
by E-2
providing E-2
written E-2
notice E-2
to E-2
Seller E-2
no None
later None
than None
the T-1
Financing T-1
& T-1
Appraisal T-1
Deadline T-1
. None

No None
earlier None
than None
seven T-1
calendar T-1
days T-1
prior None
to None
Settlement E-2
, None
Buyer E-1
may E-1
conduct E-1
a E-1
final E-1
pre-Settlement E-1
walk-through E-1
inspection E-1
of E-1
the E-1
Property E-1
to E-1
determine E-1
. None

If None
the E-1
items E-1
are E-1
not E-1
as E-1
represented E-1
, None
Seller E-2
agrees E-2
to E-2
cause E-2
all E-2
applicable E-2
items E-2
to E-2
be E-2
corrected E-2
, E-2
repaired E-2
or E-2
replaced E-2
prior None
to None
the T-1
Settlement T-1
Deadline T-1
. None

If None
the E-2
Work E-2
is E-2
not E-2
completed E-2
within None
thirty T-1
( T-1
30 T-1
) T-1
calendar T-1
days T-1
after None
the E-1
Settlement E-1
Deadline E-1
, None
the E-3
amount E-3
so E-3
escrowed E-3
may E-3
, E-3
subject E-3
to E-3
Lender E-3
' E-3
s E-3
approval E-3
, E-3
be E-3
released E-3
to E-3
Buyer E-3
as E-3
liquidated E-3
damages E-3
for E-3
failure E-3
to E-3
complete E-3
the E-3
Work E-3
. None

Seller E-1
agrees E-1
that E-1
none E-1
of E-1
the E-1
following E-1
shall E-1
occur E-1
without E-1
the E-1
prior E-1
written E-1
consent E-1
of E-1
Buyer E-1
from None
the T-1
date T-1
of T-1
Acceptance T-1
until None
the T-2
date T-2
of T-2
Closing T-2
. None

On None
or None
before None
_____ T-1
, T-1
20___ T-1
, None
the E-1
Buyer E-1
will E-1
provide E-1
the E-1
Seller E-1
a E-1
letter E-1
from E-1
a E-1
credible E-1
financial E-1
institution E-1
verifying E-1
a E-1
satisfactory E-1
credit E-1
report E-1
, E-1
acceptable E-1
income E-1
, E-1
source E-1
of E-1
down E-1
payment E-1
, E-1
availability E-1
of E-1
funds E-1
to E-1
close E-1
, E-1
and E-1
that E-1
the E-1
loan E-1
approval E-1
is E-1
not E-1
contingent E-1
on E-1
the E-1
lease E-1
, E-1
sale E-1
, E-1
or E-1
recording E-1
of E-1
another E-1
property E-1
; None

In None
the None
event None
the E-2
Buyer E-2
fails E-2
to E-2
produce E-2
the E-2
aforementioned E-2
letter E-2
or E-2
other E-2
acceptable E-2
verification E-2
by E-2
the E-2
date E-2
above E-2
in E-2
Section E-2
V E-2
( E-2
c E-2
) E-2
, None
this E-3
Agreement E-3
may E-3
be E-3
terminated E-3
at E-3
the E-3
election E-3
of E-3
the E-3
Seller E-3
with E-3
written E-3
notice E-3
provided E-3
to E-3
the E-3
Buyer E-3
within None
____ T-1
days T-1
from None
the E-1
date E-1
in E-1
Section E-1
V E-1
( E-1
c E-1
) E-1
; None

In None
the None
event None
Buyer E-1
fails E-1
to E-1
obtain E-1
Seller E-1
' E-1
s E-1
approval E-1
, None
this E-2
Agreement E-2
shall E-2
be E-2
terminated E-2
with E-2
the E-2
Buyer E-2
' E-2
s E-2
Earnest E-2
Money E-2
being E-2
returned E-2
within None
five T-1
( T-1
5 T-1
) T-1
business T-1
days T-1
. None

Buyer E-1
and E-1
Seller E-1
agree E-1
that E-1
before E-1
the E-1
recording E-1
can E-1
take E-1
place E-1
, E-1
funds E-1
provided E-1
shall E-1
be E-1
in E-1
one E-1
( E-1
1 E-1
) E-1
of E-1
the E-1
following E-1
forms E-1
: E-1
cash E-1
, E-1
interbank E-1
electronic E-1
transfer E-1
, E-1
money E-1
order E-1
, E-1
certified E-1
check E-1
or E-1
cashier E-1
' E-1
s E-1
check E-1
drawn E-1
on E-1
a E-1
financial E-1
institution E-1
located E-1
in E-1
the E-1
State E-1
, E-1
or E-1
any E-1
above E-1
combination E-1
that E-1
permits E-1
the E-1
Seller E-1
to E-1
convert E-1
the E-1
deposit E-1
to E-1
cash E-1
no None
later None
than None
the T-1
next T-1
business T-1
day T-1
. None

Before None
the T-1
Closing T-1
, None
Buyer E-1
may E-1
obtain E-1
a E-1
survey E-1
of E-1
the E-1
Property E-1
to E-1
assure E-1
that E-1
there E-1
are E-1
no E-1
defects E-1
, E-1
encroachments E-1
, E-1
overlaps E-1
, E-1
boundary E-1
line E-1
or E-1
acreage E-1
disputes E-1
, E-1
or E-1
other E-1
such E-1
matters E-1
, E-1
that E-1
would E-1
be E-1
disclosed E-1
by E-1
a E-1
survey E-1
. None

Not None
later None
than None
____ T-1
business T-1
days T-1
prior None
to None
the E-2
Closing E-2
, None
Buyer E-1
shall E-1
notify E-1
Seller E-1
of E-1
any E-1
Survey E-1
Problems E-1
which E-1
shall E-1
be E-1
deemed E-1
to E-1
be E-1
a E-1
defect E-1
in E-1
the E-1
title E-1
to E-1
the E-1
Property E-1
. None

Seller E-1
shall E-1
be E-1
required E-1
to E-1
remedy E-1
such E-1
defects E-1
within None
____ T-1
business T-1
days T-1
. None

After None
Closing T-1
, None
Buyer E-1
shall E-1
receive E-1
an E-1
owner E-1
' E-1
s E-1
standard E-1
form E-1
policy E-1
of E-1
title E-1
insurance E-1
insuring E-1
marketable E-1
title E-1
in E-1
the E-1
Property E-1
to E-1
Buyer E-1
in E-1
the E-1
amount E-1
of E-1
the E-1
Purchase E-1
Price E-1
, E-1
free E-1
and E-1
clear E-1
of E-1
the E-1
objections E-1
and E-1
all E-1
other E-1
title E-1
exceptions E-1
agreed E-1
to E-1
be E-1
removed E-1
as E-1
part E-1
of E-1
this E-1
transaction E-1
. None

Therefore E-1
, E-1
Buyer E-1
shall E-1
hold E-1
the E-1
right E-1
to E-1
hire E-1
licensed E-1
contractors E-1
, E-1
or E-1
other E-1
qualified E-1
professionals E-1
, E-1
to E-1
further E-1
inspect E-1
and E-1
investigate E-1
the E-1
Property E-1
until None
___ T-1
, T-1
at T-1
____ T-1
. None

After None
all E-1
inspections E-1
are E-1
completed E-1
, None
Buyer E-2
shall E-2
have E-2
until None
_____ T-1
, T-1
at T-1
____ T-1
. None

Prior None
to None
the T-1
Closing T-1
, None
the E-1
Parties E-1
agree E-1
to E-1
authorize E-1
all E-1
necessary E-1
documents E-1
, E-1
in E-1
good E-1
faith E-1
, E-1
in E-1
order E-1
to E-1
record E-1
the E-1
transaction E-1
under E-1
the E-1
conditions E-1
required E-1
by E-1
the E-1
recorder E-1
, E-1
title E-1
company E-1
, E-1
lender E-1
, E-1
or E-1
any E-1
other E-1
public E-1
or E-1
private E-1
entity E-1
. None

In None
the None
event None
this E-1
Agreement E-1
is E-1
terminated E-1
, E-1
as E-1
provided E-1
in E-1
this E-1
Agreement E-1
, E-1
absent E-1
of E-1
default E-1
, None
any E-2
Earnest E-2
Money E-2
shall E-2
be E-2
returned E-2
to E-2
the E-2
Buyer E-2
, E-2
in-full E-2
, E-2
with E-2
all E-2
parties E-2
being E-2
relieved E-2
of E-2
their E-2
obligations E-2
as E-2
set E-2
forth E-2
herein E-2
within None
____ T-1
business T-1
days T-1
. None

____ E-2
will E-2
be E-2
promptly E-2
delivered E-2
to E-2
Escrow E-2
Agent E-2
no None
later None
than None
5:00 T-1
PM T-1
, T-1
three T-1
( T-1
3 T-1
) T-1
calendar T-1
days T-1
after None
the E-1
Acceptance E-1
Date E-1
. None

Taxes E-1
for E-1
___ E-1
prior E-1
years E-1
and E-1
any E-1
special E-1
assessments E-1
approved E-1
must E-1
be E-1
paid E-1
by E-1
Seller E-1
at None
or None
before None
closing T-1
. None

If None
Seller E-1
does E-1
not E-1
agree E-1
to E-1
perform E-1
such E-1
repairs E-1
, E-1
or E-1
does E-1
not E-1
reply E-1
within None
the T-1
time T-1
limit T-1
, None
this E-2
Agreement E-2
will E-2
cancel E-2
and E-2
all E-2
Earnest E-2
Money E-2
must E-2
be E-2
refunded E-2
to E-2
Buyer E-2
. None

All E-2
inspections E-2
and E-2
investigations E-2
must E-2
be E-2
completed E-2
with E-2
response E-2
to E-2
Seller E-2
no None
later None
than None
5:00 T-1
PM T-1
, T-1
ten T-1
( T-1
10 T-1
) T-1
calendar T-1
days T-1
after None
the E-1
Acceptance E-1
Date E-1
. None

If None
it E-1
is E-1
discovered E-1
that E-1
any E-1
permanent E-1
structure E-1
on E-1
the E-1
property E-1
has E-1
an E-1
active E-1
wood E-1
destroying E-1
insect E-1
infestation E-1
during None
the T-1
Due T-1
Diligence T-1
Period T-1
, None
the E-2
Seller E-2
, E-2
upon E-2
Buyer E-2
's E-2
request E-2
, E-2
must E-2
professionally E-2
treat E-2
infestation E-2
before None
closing E-3
at E-3
Seller E-3
's E-3
expense E-3
. None

Buyer E-1
shall E-1
provide E-1
Seller E-1
written E-1
third E-1
( E-1
3rd E-1
) E-1
party E-1
documentation E-1
verifying E-1
sufficient E-1
funds E-1
to E-1
close E-1
no None
later None
than None
_______ T-1
. None

Therefore E-1
, E-1
such E-1
Seller E-1
Financing E-1
is E-1
contingent E-1
upon E-1
Seller E-1
' E-1
s E-1
approval E-1
of E-1
the E-1
requested E-1
documentation E-1
to E-1
be E-1
provided E-1
on None
or None
before None
________ T-1
. None

In None
the None
event None
Buyer E-1
fails E-1
to E-1
obtain E-1
Seller E-1
's E-1
approval E-1
, None
this E-2
Agreement E-2
shall E-2
be E-2
terminated E-2
with E-2
any E-2
amounts E-2
previously E-2
paid E-2
under E-2
this E-2
Agreement E-2
refunded E-2
within None
____ T-1
business T-1
days T-1
. None

After None
acceptance E-1
by E-1
all E-1
Parties E-1
, None
the E-2
Buyer E-2
agrees E-2
to E-2
make E-2
a E-2
payment E-2
in E-2
the E-2
amount E-2
of E-2
$ E-2
_______________ E-2
( E-2
`` E-2
Earnest E-2
Money E-2
'' E-2
) E-2
as E-2
consideration E-2
no None
later None
than None
___________ T-1
. None

G.Seller E-2
has E-2
neither E-2
knowledge E-2
nor E-2
notice E-2
of E-2
any E-2
pending E-2
public E-2
agency E-2
hearings E-2
or E-2
appeals E-2
affecting E-2
the E-2
Property E-2
and E-2
will E-2
promptly E-2
notify E-2
Buyer E-2
if None
Seller E-1
receives E-1
notice E-1
or E-1
learns E-1
of E-1
any E-1
such E-1
hearings E-1
between None
the T-1
signing T-1
of T-1
this T-1
Agreement T-1
and None
the T-2
date T-2
of T-2
the T-2
Closing T-2
. None

If None
Buyer E-1
and E-1
Seller E-1
are E-1
unable E-1
to E-1
reach E-1
an E-1
agreement E-1
regarding E-1
fixing E-1
or E-1
remedying E-1
the E-1
unsatisfactory E-1
conditions E-1
no None
later None
than None
______ T-1
, None
Buyer E-2
shall E-2
have E-2
the E-2
right E-2
to E-2
terminate E-2
this E-2
Agreement E-2
and E-2
be E-2
refunded E-2
any E-2
amounts E-2
previously E-2
paid E-2
under E-2
this E-2
Agreement E-2
. None

Prior None
to None
the T-1
Closing T-1
, None
the E-1
Parties E-1
agree E-1
to E-1
authorize E-1
all E-1
necessary E-1
documents E-1
, E-1
in E-1
good E-1
faith E-1
, E-1
in E-1
order E-1
to E-1
record E-1
the E-1
transaction E-1
under E-1
the E-1
conditions E-1
required E-1
by E-1
the E-1
recorder E-1
, E-1
title E-1
company E-1
, E-1
lender E-1
, E-1
or E-1
any E-1
other E-1
public E-1
or E-1
private E-1
entity E-1
. None

On None
or None
before None
the T-1
Closing T-1
, None
Seller E-1
shall E-1
pay E-1
half E-1
of E-1
any E-1
escrow E-1
or E-1
closing E-1
fees E-1
. None

In None
the None
event None
this E-1
Agreement E-1
is E-1
terminated E-1
, E-1
as E-1
provided E-1
in E-1
this E-1
Agreement E-1
, E-1
absent E-1
of E-1
default E-1
, None
the E-2
Buyer E-2
shall E-2
be E-2
refunded E-2
any E-2
amounts E-2
previously E-2
paid E-2
, E-2
in E-2
full E-2
, E-2
within None
____ T-1
business T-1
days T-1
. None

Seller E-1
assumes E-1
the E-1
risk E-1
of E-1
loss E-1
or E-1
damage E-1
by E-1
fire E-1
, E-1
natural E-1
disaster E-1
or E-1
other E-1
casualties E-1
to E-1
the E-1
Property E-1
until None
the T-1
Closing T-1
. None

In None
the None
event None
that None
all E-1
or E-1
a E-1
portion E-1
of E-1
the E-1
Property E-1
is E-1
destroyed E-1
or E-1
otherwise E-1
materially E-1
damaged E-1
prior None
to None
the T-1
Closing T-1
, None
the E-2
Buyer E-2
shall E-2
have E-2
the E-2
option E-2
to E-2
complete E-2
the E-2
Transaction E-2
and E-2
receive E-2
any E-2
insurance E-2
proceeds E-2
payable E-2
or E-2
terminate E-2
this E-2
Agreement E-2
and E-2
be E-2
refunded E-2
any E-2
amounts E-2
previously E-2
paid E-2
under E-2
this E-2
Agreement E-2
. None

In None
the None
event None
a E-1
bankruptcy E-1
petition E-1
is E-1
filed E-1
naming E-1
Seller E-1
as E-1
a E-1
debtor E-1
under E-1
any E-1
Bankruptcy E-1
Code E-1
, None
between None
the T-1
signing T-1
of T-1
this T-1
Agreement T-1
and None
the T-2
Closing T-2
, None
then E-2
this E-2
Agreement E-2
shall E-2
be E-2
terminated E-2
and E-2
the E-2
Buyer E-2
shall E-2
be E-2
entitled E-2
to E-2
a E-2
refund E-2
of E-2
any E-2
and E-2
all E-2
sums E-2
paid E-2
under E-2
this E-2
Agreement E-2
. None

BUYERS E-1
agree E-1
upon E-1
acceptance E-1
of E-1
this E-1
offer E-1
to E-1
make E-1
application E-1
for E-1
such E-1
mortgage E-1
with E-1
a E-1
commercial E-1
mortgage E-1
lender E-1
and E-1
to E-1
exercise E-1
good E-1
faith E-1
efforts E-1
to E-1
obtain E-1
a E-1
mortgage E-1
commitment E-1
as E-1
above E-1
provided E-1
within None
three T-1
( T-1
3 T-1
) T-1
business T-1
days T-1
. None

If None
BUYERS E-1
have E-1
not E-1
delivered E-1
a E-1
written E-1
financing E-1
contingency E-1
, None
release E-2
containing E-2
the E-2
above E-2
terms E-2
, E-2
or E-2
terms E-2
acceptable E-2
to E-2
SELLERS E-2
on None
or None
before None
__ T-1
. None

Unless None
sale E-3
and E-3
settlement E-3
of E-3
BUYERS E-3
' E-3
property E-3
is E-3
made E-3
within None
five T-1
( T-1
5 T-1
) T-1
business T-1
days T-1
of None
such E-1
notice E-1
, None
then E-2
this E-2
Agreement E-2
shall E-2
be E-2
null E-2
and E-2
void E-2
. None

IF None
THE E-1
SELLERS E-1
FAIL E-1
TO E-1
RESPOND E-1
TO E-1
THE E-1
BUYERS E-1
' E-1
REMEDY E-1
REQUEST E-1
WITHIN None
THE T-1
TIME T-1
SPECIFIED T-1
HEREIN T-1
, None
BUYERS E-2
MAY E-2
DECLARE E-2
THE E-2
OFFER E-2
NULL E-2
AND E-2
VOID E-2
AND E-2
ALL E-2
EARNEST E-2
MONEY E-2
SHALL E-2
BE E-2
RETURNED E-2
. None

The E-1
cost E-1
of E-1
